Contig	Start	End	Strand	Length	PID	Gene	Synonym	Code	COG	Product	ket/xyl_E1004_01	ket/xyl_E1004_03	ket/xyl_E1004_04	propofol_E1004_05	propofol_E1004_06	propofol_E1004_08	input_E1004_13	input_E1004_14	input_E1004_15
CP009208	3248378	3248698	+	321	AIK81741.1	cyaY	VK055_3169	-	-	iron donor protein CyaY	0	0	0	0	0	0.217180686	0.846124742	1.72928155	0
CP009208	3248832	3251384	-	2553	AIK81742.1	-	VK055_3170	-	-	"adenylate cyclase, class-I family protein"	320.9269757	102.5139461	69.90945155	82.42220956	281.4958401	73.40707197	173.6671032	209.7474413	172.054125
CP009208	3251742	3252683	+	942	AIK81743.1	hemC	VK055_3171	-	-	porphobilinogen deaminase	0	0	0	0	0	0	0	0	0
CP009208	3252680	3253420	+	741	AIK81744.1	-	VK055_3172	-	-	uroporphyrinogen-III synthase HemD family protein	0	0	0	0	0	0	0	0	0
CP009208	3253442	3254623	+	1182	AIK81745.1	-	VK055_3173	-	-	hypothetical protein	0	0	0	12.02231388	17.28096197	38.15140723	29.26181398	69.74768918	74.40960897
CP009208	3254627	3255823	+	1197	AIK81746.1	-	VK055_3174	-	-	tetratricopeptide repeat family protein	40.47505731	171.183575	41.96265986	46.4708671	33.97363587	118.7978354	161.1867633	383.1079167	352.1427506
CP009208	3256285	3256361	-	77	-	-	VK055_3175	-	-	tRNA-Pro	0	0	0	0	0	0	0	0	0
CP009208	3256404	3256490	-	87	-	-	VK055_3176	-	-	tRNA-Leu	0	0	0	0	0	0	0	0	0
CP009208	3256514	3256589	-	76	-	-	VK055_3177	-	-	tRNA-His	0	0	0	0	0	0	0	0	0
CP009208	3256645	3256721	-	77	-	-	VK055_3178	-	-	tRNA-Arg	0	0	0	0	0	0	0	0	0
CP009208	3256824	3258209	-	1386	AIK81747.1	-	VK055_3179	-	-	amino acid permease family protein	1077.720238	865.924021	377.5789941	557.0724094	679.1050374	630.2583516	878.2069714	840.214673	862.3697289
CP009208	3258415	3259155	-	741	AIK81748.1	-	VK055_3180	-	-	"glycosyltransferase, WecB/TagA/CpsF family protein"	149.3390045	74.45749767	106.0958748	6.70475197	162.0733625	122.3451199	396.4799518	386.422373	385.3664963
CP009208	3259167	3260513	-	1347	AIK81749.1	-	VK055_3181	-	-	wzyE family protein	19.29338431	25.21156377	41.28310261	97.21890356	55.37261431	99.3239672	598.9858067	508.7690426	475.1212775
CP009208	3260510	3261586	-	1077	AIK81750.1	wecF	VK055_3182	-	-	4-alpha-L-fucosyltransferase	190.0603604	122.7224369	163.3485727	149.2385309	308.0423391	71.59723292	382.7304248	370.7867856	351.4189218
CP009208	3261583	3262833	-	1251	AIK81751.1	-	VK055_3183	-	-	polysaccharide biosynthesis family protein	195.4789279	216.897928	166.9162482	149.3541301	416.2873434	114.0922539	495.8290986	632.6288336	574.4306
CP009208	3262835	3263965	-	1131	AIK81752.1	wecE	VK055_3184	-	-	TDP-4-keto-6-deoxy-D-glucose transaminase familyprotein	149.5032036	357.3763689	436.1058618	48.43605302	68.24141577	217.9046219	443.2988542	603.1589939	573.779154
CP009208	3263971	3264645	-	675	AIK81753.1	wecD	VK055_3185	-	-	TDP-D-fucosamine acetyltransferase	0	0	0	0	0.220608025	0	21.36464973	59.44405327	63.2626442
CP009208	3264623	3265504	-	882	AIK81754.1	rfbA	VK055_3186	-	-	glucose-1-phosphate thymidylyltransferase	380.2028203	194.138851	322.2800233	41.73130105	85.52237774	163.5370568	484.4064146	556.468392	537.0086469
CP009208	3265523	3266590	-	1068	AIK81755.1	rfbB	VK055_3187	-	-	"dTDP-glucose 4,6-dehydratase"	16.17360302	14.51872155	52.07107387	23.23543355	76.4039127	48.21411236	212.4478205	212.05315	192.9003968
CP009208	3266587	3267849	-	1263	AIK81756.1	-	VK055_3188	-	-	nucleotide sugar dehydrogenase family protein	0	0	13.16642162	0	8.897857014	0	139.18752	120.6173881	116.0297696
CP009208	3267846	3268931	-	1086	AIK81757.1	-	VK055_3189	-	-	UDP-N-acetylglucosamine 2-epimerase	27.42123558	128.2160072	66.76649929	334.6596026	371.7245223	144.4251564	379.4869466	304.4256062	296.5526926
CP009208	3269033	3270049	-	1017	AIK81758.1	-	VK055_3190	-	-	chain length determinant family protein	472.975264	557.4011881	446.8088884	727.2343904	254.655197	265.2500115	767.9992238	612.237722	575.1544289
CP009208	3270093	3271196	-	1104	AIK81759.1	wecA	VK055_3191	-	-	undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase	100.4897975	72.88790615	165.0474658	7.051549486	161.3380024	90.926314	527.0652036	347.5135381	269.0471951
CP009208	3271437	3272696	-	1260	AIK81760.1	rho	VK055_3192	-	-	transcription termination factor Rho	0	0	0	0	0	0	0	0	0
CP009208	3273027	3273356	-	330	AIK81761.1	trxA2	VK055_3193	-	-	thioredoxin	119.6189828	160.7850312	32.44885843	81.8442137	361.2824092	195.7521919	299.1756066	207.6578928	207.666506
CP009208	3273698	3274963	+	1266	AIK81762.1	rhlB	VK055_3194	-	-	ATP-dependent RNA helicase	145.2340292	313.5259059	459.8054207	326.4520614	857.2092497	162.4511533	413.6844883	308.1003295	294.3812059
CP009208	3275091	3276590	+	1500	AIK81763.1	-	VK055_3195	-	-	ppx/GppA phosphatase family protein	429.6267239	446.1563892	474.6707354	738.6787084	2110.630512	707.067921	502.2455446	347.5855915	339.8376597
CP009208	3276610	3277536	+	927	AIK81764.1	-	VK055_3196	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	343.5864398	238.2836124	37.2907038	6.589152798	468.5714454	153.4743516	274.8495202	187.9152617	191.6698877
CP009208	3277667	3278665	+	999	AIK81765.1	-	VK055_3197	-	-	thermophilic reversible gamma-resorcylate decarboxylase	2254.452482	923.5084098	100.5744722	597.7633179	407.4630224	396.0651782	387.8776836	266.2373053	304.7319589
CP009208	3278728	3279450	+	723	AIK81766.1	-	VK055_3198	-	-	hypothetical protein	25.45084739	183.4460087	7.560074347	1445.798843	235.6829068	191.8429396	227.6075555	167.7403103	159.5318854
CP009208	3279455	3281476	-	2022	AIK81767.1	rep	VK055_3199	-	-	ATP-dependent DNA helicase Rep	0	0	0	0	0	0	0	0.432320387	0
CP009208	3281589	3281870	+	282	AIK81768.1	-	VK055_3200	-	-	PPIC-type PPIASE domain protein	48.11031153	83.28644996	39.66915416	793.2415175	0	69.06345824	110.1372372	72.3416115	77.08777583
CP009208	3281922	3282203	+	282	AIK81769.1	-	VK055_3201	-	-	PPIC-type PPIASE domain protein	0	38.06259433	9.683690737	0	0	2.606168236	16.92249483	9.438995126	9.265009678
CP009208	3282407	3283882	-	1476	AIK81770.1	ilvC	VK055_3202	-	-	ketol-acid reductoisomerase	0	0	14.86531473	0	3.750336427	0	922.6990308	654.0286928	653.4003309
CP009208	3284035	3284925	+	891	AIK81771.1	-	VK055_3204	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	29.30952426	72.10311039	49.52273421	49.3608464	14.19244962	29.53657334	357.9107657	278.2702227	288.8077235
CP009208	3284922	3286409	-	1488	AIK81772.1	ilvA	VK055_3203	-	-	"threonine ammonia-lyase, biosynthetic"	144.7414321	131.2570908	34.40258551	373.8477219	26.69357104	282.69686	543.5646361	398.3111836	390.9399787
CP009208	3286469	3288319	-	1851	AIK81773.1	ilvD	VK055_3205	-	-	dihydroxy-acid dehydratase	38.83306715	257.0206112	416.8234249	74.33026753	75.08026455	34.09736775	1265.09751	957.4455514	935.9831261
CP009208	3288380	3289309	-	930	AIK81774.1	ilvE	VK055_3206	-	-	branched-chain amino acid aminotransferase	0	0	0	0	0	0	517.2642587	395.2849409	415.333012
CP009208	3289326	3289484	-	159	AIK81775.1	-	VK055_3207	-	-	ACT domain protein	49.50600316	30.80323355	20.98132993	0	3.014976343	1.520264804	198.2047207	144.0347424	139.4818254
CP009208	3289580	3291145	-	1566	AIK81776.1	ilvB3	VK055_3208	-	-	"acetolactate synthase, large subunit, biosynthetic type"	160.5045376	37.67019645	220.4313812	42.19369774	117.9517574	200.0958056	1122.172939	871.4858477	830.3041095
CP009208	3291486	3291617	+	132	AIK81777.1	-	VK055_3209	-	-	hypothetical protein	0	0	0	0	0	0	6.768997933	4.46731067	4.849653503
CP009208	3291820	3293340	+	1521	AIK81778.1	comM	VK055_3210	-	-	competence protein ComM	197.2030176	439.8780231	64.89771687	593.7173468	626.8209354	186.8477838	235.6457405	181.7907229	193.1175455
CP009208	3293366	3293704	-	339	AIK81779.1	-	VK055_3211	-	-	hypothetical protein	11.32973207	6.866962894	6.285904513	0	0	2.895742484	129.5275959	80.98801925	90.11669569
CP009208	3293955	3294644	+	690	AIK81780.1	hdfR	VK055_3212	-	-	hdfR transcriptional regulator HdfR transcriptional repressor	128.6499286	337.1678781	103.6324798	32.94576399	124.2023181	250.626512	612.3122714	427.2766496	378.7796535
CP009208	3294754	3294829	-	76	-	-	VK055_3213	-	-	tRNA-Trp	0	0	0	0	0	0	0	0	0
CP009208	3294883	3294959	-	77	-	-	VK055_3214	-	-	tRNA-Asp	0	0	0	0	0	0	0	0	0
CP009208	3295017	3295129	-	113	-	-	VK055_3215	-	-	5S ribosomal RNA	0	0	0	0	0	0	0	0	0
CP009208	3295231	3298128	-	2898	-	-	VK055_3216	-	-	23S ribosomal RNA	0	0	0	0	0	0	0	0	0
CP009208	3298301	3298376	-	76	-	-	VK055_3217	-	-	tRNA-Ala	0	0	0	0	0	0	0	0	0
CP009208	3298413	3298489	-	77	-	-	VK055_3218	-	-	tRNA-Ile	0	0	0	0	0	0	0	0	0
CP009208	3298567	3300092	-	1526	-	-	VK055_3219	-	-	16S ribosomal RNA	0	0	0	0	0	0	0	0	0
CP009208	3300497	3301279	-	783	AIK81781.1	murI	VK055_3220	-	-	glutamate racemase	0	0	0	0	0	0	0	0	0
CP009208	3301293	3303131	-	1839	AIK81782.1	btuB	VK055_3221	-	-	tonB-dependent vitamin B12 receptor	888.9734696	1701.437206	437.6348656	1366.844608	1588.157173	1879.626446	1533.178032	1032.092872	1097.469349
CP009208	3303498	3304598	+	1101	AIK81783.1	trmA	VK055_3222	-	-	tRNA (uracil-5-)-methyltransferase	166.8261997	1175.525948	843.8402086	1150.096161	639.1749848	751.3003875	762.6404338	555.4596445	587.8214343
CP009208	3304650	3305009	-	360	AIK81784.1	-	VK055_3223	-	-	hypothetical protein	160.3403386	346.2911288	402.5527228	175.3639438	91.92001047	218.9181318	344.7253218	267.3181062	274.6206775
CP009208	3305025	3305657	-	633	AIK81785.1	fabR	VK055_3224	-	-	fabR transcriptional repressor FabR transcriptional dual regulator	0	12.55673215	8.409520903	20.22985508	0	0	46.88941277	34.22536401	36.26382694
CP009208	3305857	3307257	+	1401	AIK81786.1	sthA	VK055_3226	-	-	soluble pyridine nucleotide transhydrogenase	231.3564128	168.7310883	198.6855494	282.4087769	72.58004027	130.597986	134.8863859	107.8639367	118.9250852
CP009208	3307240	3308157	-	918	AIK81787.1	-	VK055_3225	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	28.40642967	134.4943733	38.90465226	152.8221052	82.80154543	292.2528102	244.6005607	195.4808685	209.1141637
CP009208	3308416	3309789	-	1374	AIK81788.1	argH	VK055_3227	-	-	argininosuccinate lyase	0	65.82474432	9.683690737	22.77303686	47.65133343	79.2709505	297.4128467	373.380708	404.6927274
CP009208	3309889	3310662	-	774	AIK81789.1	argB	VK055_3228	-	-	acetylglutamate kinase	31.11571343	0	0	0	11.17747327	51.54421621	132.8415844	130.7048638	135.7902981
CP009208	3310672	3311676	-	1005	AIK81790.1	argC	VK055_3229	-	-	N-acetyl-gamma-glutamyl-phosphate reductase	162.9675228	141.8518335	140.838239	369.4549534	92.58183455	131.8286766	934.4742667	938.4955078	944.0176267
CP009208	3311790	3312941	+	1152	AIK81791.1	argE	VK055_3230	-	-	acetylornithine deacetylase	111.409032	151.9560789	142.8769107	135.4822295	187.7374294	236.5821609	517.9693627	626.5042948	640.443794
CP009208	3313200	3315851	+	2652	AIK81792.1	ppc	VK055_3231	-	-	ppc	55.00667017	12.36053321	0	5.895557767	1.029504117	0.796329183	290.2912968	428.3574506	440.1603426
CP009208	3315895	3316545	-	651	AIK81793.1	yodA	VK055_3232	-	-	cadmium-induced cadmium binding protein	84.56249295	72.49550827	244.6406081	73.6366725	121.7020939	159.9173787	195.7368569	293.9778635	295.3945664
CP009208	3316693	3317556	+	864	AIK81794.1	-	VK055_3233	-	-	"bacterial regulatory helix-turn-helix, AraC family protein"	246.6269212	268.0077518	503.2121397	954.8491598	419.5964638	617.5170847	357.6287241	519.0006251	512.6156136
CP009208	3317762	3318424	+	663	AIK81795.1	fsa	VK055_3234	-	-	fructose-6-phosphate aldolase	68.0604919	246.2296695	79.84797625	12.71590891	279.4368318	40.82996902	87.43288997	168.6049511	189.2812524
CP009208	3318479	3319582	+	1104	AIK81796.1	dhaD2	VK055_3235	-	-	glycerol dehydrogenase	107.8787531	93.97929218	45.36044608	5.548760251	5.147520586	157.8179654	169.8595419	396.3657419	381.3854374
CP009208	3319646	3320527	-	882	AIK81797.1	-	VK055_3236	-	-	eamA-like transporter family protein	1020.989478	1356.421371	779.112381	730.5867664	1374.020317	734.3602939	1038.829652	1344.732565	1275.603637
CP009208	3320671	3321558	-	888	AIK81798.1	metF	VK055_3237	-	-	"5,10-methylenetetrahydrofolate reductase"	80.53961708	77.79287965	96.41218409	189.5826419	174.7215559	112.2100213	165.9814702	151.384189	170.8236159
CP009208	3321787	3322695	-	909	AIK81799.1	-	VK055_3238	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	249.336205	14.0282242	556.8122174	288.7667314	532.7683807	141.8189882	384.7752263	406.8134846	459.9932539
CP009208	3322787	3323158	+	372	AIK81800.1	-	VK055_3239	-	-	gamma-carboxymuconolactone decarboxylase	345.22843	697.2910322	71.26856603	58.49318098	209.5776239	206.9008005	149.9051001	133.2987861	140.9294831
CP009208	3323196	3324752	-	1557	AIK81801.1	-	VK055_3240	-	-	hypothetical protein	958.7580512	778.7135922	1302.116625	1058.19482	563.8741122	1983.294027	838.8621709	762.8293237	765.9557219
CP009208	3324891	3326027	+	1137	AIK81802.1	-	VK055_3242	-	-	hypothetical protein	1935.085397	1038.088591	431.603795	727.2343904	542.4751338	4221.196212	854.4449683	866.2980031	846.807408
CP009208	3326002	3328434	-	2433	AIK81803.1	metL	VK055_3241	-	-	metL	154.429174	606.450923	370.6135323	232.1231372	155.8963378	176.4231108	793.2419453	1210.641192	1025.737907
CP009208	3328437	3329597	-	1161	AIK81804.1	metB	VK055_3243	-	-	O-succinylhomoserine (thiol)-lyase	0	0	0	0	0	2.823348922	358.3338281	514.5333145	480.8395257
CP009208	3329865	3330182	+	318	AIK81805.1	-	VK055_3244	-	-	"met Apo-repressor, MetJ family protein"	21.01747398	0	64.98266152	30.51818138	22.86969861	25.04817249	48.08808948	61.38949502	54.64908052
CP009208	3330284	3330433	-	150	AIK81806.1	rpmE2	VK055_3245	-	-	ribosomal protein L31	0	0	0	0	0	0	0	0	0
CP009208	3330749	3332944	+	2196	AIK81807.1	priA	VK055_3246	-	-	primosomal protein N'	0	0	0	0	0	0	0.634593556	1.513121356	0
CP009208	3332974	3333105	-	132	AIK81808.1	-	VK055_3247	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	3333128	3334123	+	996	AIK81809.1	cytR	VK055_3248	-	-	cytR transcriptional dual regulator	139.7333621	134.2981743	35.42192138	851.1567027	68.90323985	111.8480534	95.25954383	109.6652716	140.7123345
CP009208	3334331	3335185	+	855	AIK81810.1	ftsN	VK055_3249	-	-	cell division protein FtsN	12.56122468	6.572664485	154.6842178	0	32.72352373	3.764465229	45.47920486	43.52025234	38.43531358
CP009208	3335277	3335807	+	531	AIK81811.1	hslV	VK055_3250	-	-	"ATP-dependent protease HslVU, peptidase subunit"	54.10357559	53.66041005	9.853580048	0	27.13478709	11.87254418	85.95217167	85.9597037	75.20582074
CP009208	3335817	3337151	+	1335	AIK81812.1	hslU	VK055_3251	-	-	"ATP-dependent protease HslVU, ATPase subunit"	30.7873154	65.72664485	39.83904347	21.3858468	11.47161731	38.80294928	176.840071	170.6944996	152.0764479
CP009208	3337221	3338141	+	921	AIK81813.1	menA	VK055_3252	-	-	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	422.5661663	368.0692111	250.1620107	164.7288199	129.1292307	217.2530799	290.9258903	250.6017179	246.8980313
CP009208	3338234	3338719	+	486	AIK81814.1	rraA	VK055_3253	-	-	regulator of ribonuclease activity A	59.35794408	139.0069489	56.06347269	227.8459678	765.2157032	166.2156186	232.4022624	187.9873151	184.7211304
CP009208	3338781	3339743	-	963	AIK81815.1	pfkA	VK055_3254	-	-	6-phosphofructokinase	0	0	0	15.25909069	0	3.11292317	258.1385566	197.0660433	193.7689915
CP009208	3339940	3340842	-	903	AIK81816.1	fieF	VK055_3255	-	-	yiiP	144.7414321	325.3959417	282.1012012	162.9948324	421.434864	160.7861014	804.6646293	632.2685666	630.2378067
CP009208	3341001	3341264	-	264	AIK81817.1	-	VK055_3256	-	-	LTXXQ motif family protein	32.59350457	12.26243374	3.822509501	0	32.20877167	4.054039478	139.6810928	85.45532992	91.20243901
CP009208	3341654	3342352	+	699	AIK81818.1	cpxR	VK055_3257	-	-	response regulator	6.239562587	0.980994699	0	0	0	0	84.82400535	57.28245134	63.40740998
CP009208	3342349	3343722	+	1374	AIK81819.1	cpxA	VK055_3258	-	-	sensory histidine kinase in two-component regulatory system with CpxR	38.42256961	0	13.42125558	13.29390477	51.69581389	36.12438749	168.3083132	167.2359365	169.1588095
CP009208	3343790	3344464	-	675	AIK81820.1	-	VK055_3259	-	-	hypothetical protein	27.74963361	97.70707204	337.6550059	15.83708655	5.956416679	2.606168236	37.86408219	30.9829611	37.63910182
CP009208	3344537	3345157	-	621	AIK81821.1	sodA	VK055_3260	-	-	superoxide dismutase (Mn)	39.07936568	73.57460244	22.08561045	157.4460721	228.6969861	49.22762223	226.9024515	205.8565578	184.359216
CP009208	3345447	3346481	+	1035	AIK81822.1	-	VK055_3261	-	-	rhaT L-rhamnose-proton symporter family protein	625.7624479	405.7394076	610.3273504	211.4308854	319.3668844	1285.999237	730.9812664	666.2057171	678.3000444
CP009208	3346514	3347359	-	846	AIK81823.1	-	VK055_3262	-	-	"bacterial regulatory helix-turn-helix, AraC family protein"	63.87341701	207.5784783	13.42125558	18.14906999	125.8936463	15.34743516	146.7321323	170.0460191	168.6521293
CP009208	3347433	3348269	-	837	AIK81824.1	-	VK055_3263	-	-	cupin domain protein	216.9889989	165.2976068	588.9212972	396.0427629	267.7446065	414.453143	391.1211618	399.5360914	388.8408749
CP009208	3348580	3350046	+	1467	AIK81825.1	rhaB	VK055_3264	-	-	rhamnulokinase	754.494476	330.9876115	441.8820983	384.3672465	424.2292323	498.7192493	667.7334419	700.9354549	682.7877835
CP009208	3350043	3351302	+	1260	AIK81826.1	rhaA	VK055_3265	-	-	L-rhamnose isomerase	169.8638815	163.3356174	552.3950953	187.1550593	672.2661886	213.4162211	605.1907215	592.2068774	576.1677893
CP009208	3351452	3352282	+	831	AIK81827.1	rhaD	VK055_3266	-	-	rhamnulose-1-phosphate aldolase	141.2932528	80.73586374	153.9197159	209.2345011	266.9357104	127.3402757	224.6461189	218.9702762	206.5083798
CP009208	3352382	3353350	+	969	AIK81828.1	rhaS	VK055_3267	-	-	"rhamnose ABC transporter, rhamnose-binding protein"	2345.747135	179.6201294	3808.918356	45.77727207	256.2729892	340.8288904	417.210008	388.4398681	387.3932171
CP009208	3353496	3355007	+	1512	AIK81829.1	ccmA10	VK055_3268	-	-	"heme ABC exporter, ATP-binding protein CcmA"	1154.236979	671.8832695	919.6108414	406.0998909	468.9391254	1429.772851	841.3300348	817.6619595	783.6895295
CP009208	3355004	3356011	+	1008	AIK81830.1	-	VK055_3269	-	-	branched-chain amino acid transport system / permease component family protein	342.5191462	116.8364687	389.9809138	361.131813	458.6440842	212.0407434	406.8449799	397.4465429	438.7126848
CP009208	3356008	3357012	+	1005	AIK81831.1	-	VK055_3270	-	-	branched-chain amino acid transport system / permease component family protein	47.28931645	304.8931525	539.3136183	247.497827	344.5161992	91.14349468	228.947253	225.4550821	237.9949361
CP009208	3357102	3358250	+	1149	AIK81832.1	fucO2	VK055_3271	-	-	lactaldehyde reductase	146.4655218	267.1248566	636.7451383	457.8883199	427.0236006	542.5173544	520.0846745	472.4541301	564.5865272
CP009208	3358247	3358561	+	315	AIK81833.1	rhaU	VK055_3272	-	-	L-rhamnose 1-epimerase	706.7125625	137.8297552	93.01439786	77.91384186	186.4137812	168.1702448	228.8062322	281.2964654	271.2186817
CP009208	3358599	3359864	-	1266	AIK81834.1	lacY4	VK055_3273	-	-	lacY lactose MFS transporter	18233.23337	1801.596765	806.8892834	964.3282919	753.5234778	1774.728175	1400.054406	1293.790813	1299.272842
CP009208	3359906	3362029	-	2124	AIK81835.1	rafA	VK055_3274	-	-	alpha-galactosidase	109.3565443	217.1922264	124.6987544	250.7346038	109.3480445	112.1376277	399.7939404	403.7151885	403.3174525
CP009208	3362145	3363140	-	996	AIK81836.1	rafR	VK055_3275	-	-	HTH-type transcriptional regulator rafR	63.29872045	53.75850952	147.7187561	23.11983438	113.907277	256.9971454	329.3540557	422.6652321	409.6147638
CP009208	3363228	3363776	-	549	AIK81837.1	-	VK055_3276	-	-	helix-turn-helix family protein	68.88148698	4.316376676	43.91638694	66.46952384	68.09434376	73.40707197	320.7517875	337.2099022	431.9086933
CP009208	3363876	3364535	+	660	AIK81838.1	-	VK055_3277	-	-	azlC family protein	79.96492052	120.662348	1.529003801	90.39855242	26.54649902	34.74890981	119.5856302	209.6033345	235.461535
CP009208	3364535	3364858	+	324	AIK81839.1	-	VK055_3278	-	-	branched-chain amino acid transport family protein	4.022875878	105.849328	18.43299026	7.513946173	66.91776762	21.86285575	67.90151052	117.158825	101.0465118
CP009208	3364899	3365111	-	213	AIK81840.1	-	VK055_3279	-	-	hypothetical protein	0	7.847957594	0	9.13233458	1.029504117	21.28370726	44.42154894	53.46362125	48.85844947
CP009208	3365240	3366076	-	837	AIK81841.1	-	VK055_3280	-	-	formate dehydrogenase family accessory protein FdhD	159.1909455	69.74872311	114.2505618	84.38739548	206.0478955	171.427955	288.1759849	363.8696594	358.2229132
CP009208	3366233	3366820	+	588	AIK81842.1	-	VK055_3281	-	-	molybdopterin oxidoreductase family protein	127.090038	308.130435	17.92332233	66.46952384	432.1711212	303.1842381	251.1580275	216.8086743	208.2455691
CP009208	3366869	3369283	+	2415	AIK81843.1	-	VK055_3282	-	-	"formate dehydrogenase, alpha subunit"	999.7257055	943.4226022	856.2421283	258.4797484	1172.458118	577.121477	936.4485578	868.099338	832.3308303
CP009208	3369296	3370198	+	903	AIK81844.1	fdxH	VK055_3283	-	-	"formate dehydrogenase, beta subunit"	40.63925632	244.3657796	344.790357	52.71322238	253.2580129	129.2949019	422.8508396	379.000873	342.877741
CP009208	3370195	3370830	+	636	AIK81845.1	-	VK055_3284	-	-	"formate dehydrogenase, gamma subunit"	305.9027658	144.1081213	201.8285017	447.8311919	663.7360116	698.4530871	672.8101904	461.2138	418.0835617
CP009208	3370827	3371756	+	930	AIK81846.1	fdhE	VK055_3285	-	-	formate dehydrogenase accessory protein FdhE	391.5325523	491.1840459	221.7904957	321.0189003	622.7029189	390.2012997	703.9052746	557.7653532	524.1968757
CP009208	3371930	3372313	-	384	AIK81847.1	-	VK055_3286	-	-	PIN domain protein	656.7960618	1093.220493	390.1508031	318.0133219	697.9302555	218.3389833	374.3396878	256.3659898	226.5584398
CP009208	3372313	3372537	-	225	AIK81848.1	-	VK055_3287	-	-	"ribbon-helix-helix, copG family protein"	538.7369697	238.3817119	284.1398729	162.5324357	120.9667338	124.9512882	238.1136044	158.6615822	155.8403581
CP009208	3372760	3373677	+	918	AIK81849.1	-	VK055_3288	-	-	alpha/beta hydrolase fold-3 domain protein	757.6963568	807.5548364	573.9710378	638.1074289	432.9064813	372.7544512	829.5547988	693.0816345	656.2956465
CP009208	3373691	3374632	-	942	AIK81850.1	-	VK055_3289	-	-	hypothetical protein	382.583706	540.2337808	648.9771687	103.4612588	1069.360634	660.446467	841.5415659	645.0940715	621.04518
CP009208	3374677	3375072	-	396	AIK81851.1	dtd	VK055_3290	-	-	D-tyrosyl-tRNA(Tyr) deacylase	37.92997257	46.40104927	33.89291758	371.0733418	23.75213071	88.32014576	143.5591645	109.377058	117.2602787
CP009208	3375111	3375971	-	861	AIK81852.1	yihY	VK055_3291	-	-	yihY family inner membrane domain protein	1151.609795	469.700262	400.768885	858.9018472	713.0051372	997.1489243	1048.842128	722.4073674	731.3567014
CP009208	3375965	3376564	-	600	AIK81853.1	yihX	VK055_3292	-	-	&alpha-D-glucose-1-phosphatase	501.7921912	924.3913051	790.4949649	226.2275794	923.0975132	942.0574236	492.2330684	312.0632663	306.2519996
CP009208	3376700	3378523	-	1824	AIK81854.1	typA	VK055_3293	-	-	GTP-binding protein TypA/BipA	722.639867	534.2497132	421.0706577	468.2922453	363.4149534	555.3310149	564.0831611	451.5586447	379.5758652
CP009208	3378684	3378845	+	162	AIK81855.1	-	VK055_3294	-	-	putative cytoplasmic protein	189.6498628	18.73699875	58.27203373	188.0798527	62.2849991	517.3967883	121.1368588	85.67149011	78.89734804
CP009208	3378902	3380311	+	1410	AIK81856.1	glnA	VK055_3295	-	-	"glutamine synthetase, type I"	0	13.43962738	34.65741948	20.46105343	0	6.587814151	83.48430784	50.22121834	46.18028261
CP009208	3380500	3381549	+	1050	AIK81857.1	glnL	VK055_3296	-	-	ntrB	34.89229078	98.58996727	35.7617	13.06270642	19.85472226	29.31939265	191.5062332	189.6445433	181.9705807
CP009208	3381558	3382967	+	1410	AIK81858.1	ntrC	VK055_3297	-	-	nitrogen regulation protein NR	6.075363572	38.25879327	37.20575915	56.87479257	60.29952687	23.38312056	312.0790089	295.8512518	296.8422241
CP009208	3383224	3384597	-	1374	AIK81859.1	hemN	VK055_3298	-	-	oxygen-independent coproporphyrinogen III oxidase	690.2105614	1639.438341	269.6992815	582.0418305	696.1653913	618.0238396	703.4117019	542.8502998	542.2202148
CP009208	3384786	3385292	-	507	AIK81860.1	-	VK055_3299	-	-	hypothetical protein	237.8422739	0	20.21682803	92.9417342	28.89965129	43.07416945	44.9151217	28.10082518	29.24268679
CP009208	3385876	3386508	+	633	AIK81861.1	ysxC	VK055_3300	-	-	ribosome biogenesis GTP-binding protein YsxC	0	0	0	0	0	0	0	0	0
CP009208	3386856	3389648	-	2793	AIK81862.1	polA	VK055_3301	-	-	"DNA polymerase I, 3' -- 5' polymerase, 5' -- 3' and 3' -- 5' exonuclease"	0	7.259360774	10.02346936	44.27448284	7.500672854	3.764465229	531.3663377	370.0662517	334.5537088
CP009208	3390045	3390944	+	900	AIK81863.1	-	VK055_3302	-	-	acyltransferase family protein	190.8813555	638.1370518	779.1973257	1015.769923	1013.693875	467.3004433	602.6523472	371.3632128	379.1415679
CP009208	3390992	3391615	-	624	AIK81864.1	-	VK055_3303	-	-	DSBA-like thioredoxin domain protein	0	0	0	0	0	0	161.2572737	98.20878135	89.53763259
CP009208	3391643	3392629	-	987	AIK81865.1	-	VK055_3304	-	-	serine/threonine protein kinase	326.5097422	231.6128485	244.2158848	58.60878015	193.9144541	406.7794254	465.4391183	311.0545188	313.2731397
CP009208	3392705	3392974	-	270	AIK81866.1	-	VK055_3305	-	-	hypothetical protein	27.91383263	0	38.73476295	8.091942033	198.6942946	66.16771576	68.74763526	43.88051933	44.94977351
